f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,binaryClass
149,77,78,71,94,37,9,0,34,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
54,117,114,133,94,1,1,0,0,0,9,68,0,0,4,4,0,0,0,38,30,0,0,0,0,0,N
24,77,77,73,159,0,1,8,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,30,N
50,104,76,79,95,0,1,2,1,2,11,50,0,0,0,0,0,0,0,0,0,4,2,1,0,0,N
14,121,91,72,94,0,0,0,1,0,0,0,0,26,25,0,0,5,1,0,0,0,0,0,0,0,N
50,103,76,72,94,0,0,0,4,0,14,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,N
117,93,80,71,95,0,1,57,29,23,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,1,N
115,77,76,71,94,12,50,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
93,131,76,71,94,0,63,16,0,0,2,0,19,41,0,0,0,0,0,0,0,0,0,0,0,0,N
60,118,76,71,94,1,1,0,5,41,0,0,7,37,0,0,0,0,0,0,0,0,0,0,0,0,N
102,95,76,71,94,3,3,0,31,31,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
25,79,144,71,94,1,11,1,0,0,0,0,0,0,0,0,9,48,0,0,0,0,0,0,0,0,N
130,77,79,71,94,45,80,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,N
102,96,76,71,94,37,25,3,4,0,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
89,128,79,71,94,37,9,0,0,2,43,0,0,35,9,0,0,0,0,0,0,0,0,0,0,0,N
93,77,77,74,94,0,0,53,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,N
105,77,76,72,95,32,42,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,N
87,121,76,71,94,0,0,0,0,1,65,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
50,99,78,73,94,0,0,3,6,0,14,39,0,0,0,0,0,0,0,1,1,0,0,0,0,0,N
101,77,76,71,94,9,37,0,18,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
18,77,116,85,97,0,1,2,1,1,0,0,0,0,0,0,0,3,38,0,0,0,0,0,0,2,N
16,105,118,123,94,0,0,2,1,0,0,0,0,0,0,56,2,0,0,0,16,23,0,0,0,0,N
63,130,76,71,94,0,0,1,1,7,39,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,N
22,132,80,71,94,1,4,2,3,0,0,0,0,48,12,0,0,0,0,0,0,0,0,0,0,0,N
145,77,76,71,94,28,53,14,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
102,77,83,71,94,25,24,0,37,9,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,N
13,175,118,71,94,0,0,0,0,0,0,0,0,38,58,37,0,0,0,0,0,0,0,0,0,0,N
74,132,83,71,94,0,0,0,3,8,72,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,N
143,150,80,71,94,0,0,0,47,37,72,0,0,49,10,0,0,0,0,0,0,0,0,0,0,0,N
51,120,90,71,94,0,0,0,0,7,45,1,0,0,43,0,0,0,0,0,0,0,0,0,0,0,N
97,77,76,71,94,1,5,2,27,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
59,77,76,86,144,0,2,1,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,0,N
91,102,98,71,94,0,0,2,81,0,0,0,0,0,18,25,0,0,0,0,0,0,0,0,0,0,N
59,104,83,121,94,0,0,0,0,0,43,35,0,0,0,0,0,0,0,0,20,19,0,0,0,0,N
54,98,76,71,94,0,0,0,0,4,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
88,78,126,71,94,24,55,1,0,0,0,0,0,0,0,0,7,34,0,0,0,0,0,0,0,0,N
56,121,93,84,158,0,42,5,0,0,0,0,0,6,53,0,0,0,0,0,0,0,0,0,34,7,N
100,77,80,71,94,79,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,N
79,77,147,92,94,55,14,0,0,0,2,1,0,0,0,0,0,14,56,0,0,0,0,0,0,0,N
102,77,76,71,94,51,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,77,76,71,94,16,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
36,150,103,71,94,0,0,0,0,1,0,31,30,0,31,27,0,0,0,0,0,0,0,0,0,0,N
53,122,98,71,94,0,0,0,0,31,14,0,0,0,49,10,0,0,0,0,0,0,0,0,0,0,N
115,77,76,72,94,23,23,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N
95,98,76,71,94,0,0,0,1,31,68,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
32,77,125,75,95,0,0,4,17,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,1,0,N
103,106,80,75,94,2,1,0,0,13,101,8,0,0,0,0,0,0,1,5,0,0,0,0,0,0,N
18,122,117,71,94,2,1,0,0,0,2,0,0,0,49,10,16,3,0,0,0,0,0,0,0,0,N
135,77,76,71,94,0,0,56,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
89,77,115,88,94,0,0,0,17,65,0,0,0,0,0,0,0,1,38,4,0,0,0,0,0,0,N
42,144,76,71,94,0,0,0,0,2,5,40,18,33,0,0,0,0,0,0,0,0,0,0,0,0,N
56,113,103,72,95,0,0,41,5,0,0,0,0,0,32,26,0,0,0,0,0,0,0,1,0,0,N
35,148,106,71,94,0,0,0,0,0,2,43,0,0,53,21,0,0,0,0,0,0,0,0,0,0,N
44,155,77,74,94,0,0,0,0,0,3,58,7,45,0,0,0,0,0,0,1,1,0,0,0,0,N
142,86,76,71,94,0,12,50,5,41,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
13,150,149,95,94,0,0,0,0,0,0,0,0,0,37,95,0,0,0,0,5,12,0,0,0,0,N
95,98,76,71,94,1,51,12,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,77,76,71,94,15,34,44,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
109,82,76,71,94,28,26,2,23,23,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,N
53,82,139,101,94,0,0,2,0,24,21,0,0,0,0,0,0,0,59,11,0,0,0,0,0,0,N
59,122,92,72,94,9,37,0,2,0,0,0,0,8,50,0,0,0,0,0,0,1,0,0,0,0,N
68,106,76,71,94,0,2,0,6,3,34,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
130,77,76,73,96,62,0,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,N
17,86,136,71,94,0,1,2,1,0,0,0,0,0,0,0,37,20,0,0,0,0,0,0,0,0,N
42,141,125,71,94,0,0,0,1,0,0,43,34,0,0,17,41,0,0,0,0,0,0,0,0,0,N
93,77,76,82,149,8,71,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,N
119,77,76,71,94,0,2,55,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
115,77,76,71,94,0,28,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
200,77,78,71,94,74,92,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
17,78,76,76,128,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,7,N
130,77,76,71,94,0,79,0,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
87,107,76,71,94,3,0,0,50,12,0,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,N
13,84,138,74,97,0,0,0,0,0,0,0,0,0,0,0,30,27,0,0,0,0,0,4,0,0,N
107,84,76,71,94,0,0,12,50,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
66,77,110,117,94,1,12,43,0,0,0,0,0,0,0,0,0,0,23,18,3,14,0,0,0,0,N
72,152,97,71,94,0,0,12,50,0,0,0,3,73,0,0,9,10,0,0,0,0,0,0,0,0,N
35,110,107,71,94,8,12,2,1,0,0,0,0,0,20,38,0,0,0,0,0,0,0,0,0,0,N
17,81,142,71,94,0,3,1,0,0,0,0,0,0,0,0,17,40,0,0,0,0,0,0,0,0,N
59,152,76,71,94,2,0,0,0,0,22,41,38,23,0,0,0,0,0,0,0,0,0,0,0,0,N
14,150,76,82,94,0,0,0,0,0,0,0,3,73,0,0,0,0,0,0,0,7,1,0,0,0,N
115,79,76,71,94,0,0,31,68,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,N
101,124,127,71,94,0,0,0,71,8,0,0,59,2,0,0,6,36,0,0,0,0,0,0,0,0,N
22,78,127,72,94,0,5,2,2,1,0,0,0,0,0,0,4,38,0,0,0,1,0,0,0,0,N
36,102,76,77,94,1,1,0,1,2,0,31,14,0,0,0,0,0,0,0,0,4,1,0,0,0,N
96,82,76,71,94,0,37,9,1,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
98,77,76,71,94,8,71,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
35,77,110,92,94,0,0,0,22,1,0,0,0,0,0,0,0,0,24,16,0,0,0,0,0,0,N
113,80,76,71,94,0,0,25,39,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
84,123,76,71,94,0,0,0,0,1,57,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
133,77,76,71,94,0,0,111,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
28,131,86,86,94,0,3,0,0,9,0,0,18,42,0,0,0,0,0,12,6,0,0,0,0,0,N
92,104,76,71,94,0,2,1,5,44,10,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
15,99,120,72,96,0,1,2,0,0,0,0,0,0,0,35,23,0,0,0,0,0,0,1,1,0,N
51,100,76,73,99,0,0,3,0,0,27,34,0,0,0,0,0,0,0,0,0,0,0,1,3,0,N
188,77,76,71,94,62,0,0,28,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
137,82,76,71,94,0,3,65,16,33,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
69,165,76,71,94,0,0,0,0,0,10,76,59,6,0,0,0,0,0,0,0,0,0,0,0,0,N
119,79,76,71,94,0,25,56,28,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
15,107,92,71,94,0,0,2,0,0,0,0,0,0,39,5,0,0,0,0,0,0,0,0,0,0,N
157,138,76,71,94,0,8,71,0,19,60,0,48,12,0,0,0,0,0,0,0,0,0,0,0,0,N
72,77,77,76,169,56,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,29,N
119,77,76,71,94,29,22,1,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
76,77,120,90,94,51,15,1,0,0,1,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,N
65,133,76,71,94,42,5,0,0,0,0,0,35,31,0,0,0,0,0,0,0,0,0,0,0,0,N
87,102,98,71,94,0,0,0,79,0,0,0,0,0,17,26,0,0,0,0,0,0,0,0,0,0,N
142,102,76,71,94,59,7,0,0,20,53,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
20,118,76,71,94,0,1,2,0,1,2,0,7,37,0,0,0,0,0,0,0,0,0,0,0,0,N
19,81,142,75,102,0,0,0,0,7,0,0,0,0,0,0,17,40,0,0,0,0,0,5,2,0,N
58,149,76,71,94,0,0,0,23,23,0,0,8,67,0,0,0,0,0,0,0,0,0,0,0,0,N
102,82,76,71,94,0,0,41,37,14,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,N
17,146,76,79,122,0,0,0,0,0,0,0,18,57,0,0,0,0,0,0,0,4,0,0,5,10,N
19,115,84,71,94,0,0,1,2,1,2,2,0,18,26,0,0,0,0,0,0,0,0,0,0,0,N
18,112,108,73,94,0,0,0,1,3,0,0,0,11,33,0,0,12,7,0,0,0,0,0,0,0,N
117,77,76,71,94,32,39,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
104,90,76,71,94,0,0,0,6,51,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
20,126,88,71,94,0,0,1,3,4,0,0,0,22,37,0,0,0,0,0,0,0,0,0,0,0,N
15,81,76,72,160,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,32,N
61,107,110,71,94,0,0,41,10,0,0,0,0,0,7,51,0,0,0,0,0,0,0,0,0,0,N
74,77,120,123,94,31,31,0,2,0,0,0,0,0,0,0,0,1,0,66,3,0,0,0,0,0,N
114,111,87,71,94,0,46,0,43,19,0,0,0,10,33,0,0,0,0,0,0,0,0,0,0,0,N
59,77,76,85,145,1,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,0,N
126,80,77,71,94,0,0,12,50,49,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,N
40,94,166,77,94,0,0,0,0,0,21,25,0,0,0,0,0,68,3,0,4,0,0,0,0,0,N
24,77,80,124,94,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,11,28,0,0,0,0,N
86,78,76,71,94,47,24,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
89,78,135,88,94,0,0,1,17,63,0,0,0,0,0,0,6,13,36,5,0,0,0,0,0,0,N
26,77,76,122,119,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,43,3,1,0,N
163,102,76,71,94,0,0,24,55,16,80,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
45,107,87,71,94,0,0,0,0,0,12,50,1,1,2,0,0,8,0,0,0,0,0,0,0,0,N
13,157,121,71,94,0,0,0,0,0,0,0,0,16,60,41,0,0,0,0,0,0,0,0,0,0,N
94,85,76,71,94,37,9,0,1,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
55,104,102,71,94,2,2,2,0,22,24,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,N
36,132,76,71,94,0,0,0,3,2,0,2,74,0,0,0,0,0,0,0,0,0,0,0,0,0,N
76,102,117,71,94,1,1,12,53,0,0,0,0,0,0,44,14,0,0,0,0,0,0,0,0,0,N
70,136,77,71,94,0,0,0,0,59,3,0,0,58,1,0,0,0,0,0,0,0,0,0,0,0,N
47,123,105,71,94,0,0,0,0,3,44,1,0,0,27,32,0,0,0,0,0,0,0,0,0,0,N
89,104,76,71,94,0,0,1,1,12,79,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
83,147,76,71,94,0,1,51,12,0,0,6,27,49,0,0,0,0,0,0,0,0,0,0,0,0,N
58,110,76,71,95,0,0,0,0,9,12,59,2,0,0,0,0,0,0,0,0,0,0,0,1,0,N
125,80,76,71,94,25,25,0,0,59,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,77,152,86,94,25,40,1,46,0,0,0,0,0,0,0,0,30,41,0,0,0,0,0,0,0,N
52,80,78,168,94,0,0,0,0,30,15,0,0,0,0,0,0,0,0,0,4,62,0,0,0,0,N
59,96,124,71,94,0,23,23,2,0,0,0,0,0,0,20,38,0,0,0,0,0,0,0,0,0,N
116,77,76,71,94,0,0,12,82,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
47,172,84,71,94,0,0,0,0,13,8,27,18,50,25,0,0,0,0,0,0,0,0,0,0,0,N
147,77,78,71,94,25,37,47,32,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,N
26,149,79,72,94,6,4,2,0,0,0,0,6,70,0,0,0,1,2,0,0,0,0,0,0,0,N
38,102,76,73,99,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,1,3,0,N
29,111,142,72,94,0,2,1,0,0,0,13,31,0,0,0,20,37,0,0,1,0,0,0,0,0,N
30,103,76,78,119,0,0,0,0,0,0,26,19,0,0,0,0,0,0,0,0,0,0,2,17,0,N
20,115,76,72,100,0,0,0,1,2,0,0,19,25,0,0,0,0,0,0,0,0,0,0,3,1,N
30,113,76,71,94,0,0,0,2,9,1,0,29,15,0,0,0,0,0,0,0,0,0,0,0,0,N
74,110,88,121,102,51,14,0,0,0,0,0,0,6,37,0,0,0,0,0,0,21,17,0,0,0,N
59,77,107,95,94,0,3,0,37,9,0,0,0,0,0,0,0,0,17,23,0,0,0,0,0,0,N
18,77,76,123,100,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,0,0,0,N
57,119,76,71,94,0,0,0,0,0,7,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
49,123,107,71,94,0,0,0,0,6,7,55,0,0,0,31,12,0,0,0,0,0,0,0,0,0,N
107,117,76,71,94,0,0,0,0,36,47,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
36,96,151,88,94,0,0,0,0,0,10,35,0,0,0,0,0,25,46,0,0,0,0,0,0,0,N
99,77,78,73,94,0,0,32,60,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,N
13,77,107,105,112,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,0,0,0,12,5,0,N
74,120,113,71,94,31,32,2,0,0,0,0,0,0,30,44,0,0,0,0,0,0,0,0,0,0,N
132,77,76,72,94,71,9,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,N
78,90,114,73,94,60,10,0,0,0,0,0,0,0,0,11,31,0,0,1,2,0,0,0,0,0,N
139,95,76,71,94,0,62,0,41,5,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
53,84,125,71,94,1,1,0,0,24,21,0,0,0,0,0,11,31,0,0,0,0,0,0,0,0,N
47,107,78,71,94,0,4,2,0,0,0,60,1,0,0,0,1,0,0,0,0,0,0,0,0,0,N
124,82,76,71,94,62,0,0,0,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,78,77,71,94,2,44,19,14,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,N
119,83,76,71,94,19,44,20,29,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,N
25,131,100,71,94,0,0,0,0,0,0,8,37,0,10,33,0,0,0,0,0,0,0,0,0,0,N
18,77,150,91,94,0,0,0,2,2,0,0,0,0,0,0,0,24,47,0,0,1,1,0,0,0,N
18,79,76,85,145,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,34,0,N
41,112,76,71,94,0,0,4,2,0,0,37,23,0,0,0,0,0,0,0,0,0,0,0,0,0,N
73,118,76,71,94,0,0,0,50,12,0,0,9,35,0,0,0,0,0,0,0,0,0,0,0,0,N
16,125,160,71,95,0,0,0,1,2,0,0,0,0,42,17,37,20,0,0,0,0,0,0,0,1,N
90,129,84,71,94,0,1,81,0,0,0,0,0,36,23,0,0,0,0,0,0,0,0,0,0,0,N
85,137,77,72,94,37,25,0,0,0,0,0,59,17,0,0,0,0,0,0,1,0,0,0,0,0,N
99,77,76,71,94,0,37,46,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
133,79,76,71,94,38,27,3,0,54,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
103,88,76,75,119,0,0,0,32,31,45,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,N
65,77,76,115,109,0,0,41,7,6,0,0,0,0,0,0,0,0,0,0,0,6,32,0,0,0,N
13,79,171,82,94,0,0,0,0,0,0,0,0,0,0,1,8,47,30,0,0,0,0,0,0,0,N
91,81,76,71,94,5,37,25,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
71,132,80,71,94,0,0,25,37,0,0,0,0,49,10,0,0,0,0,0,0,0,0,0,0,0,N
136,77,76,71,94,14,32,24,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
92,77,76,71,94,1,19,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
111,95,76,71,94,0,0,0,0,49,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
53,122,95,71,94,0,0,0,0,35,11,0,0,0,57,2,0,0,0,0,0,0,0,0,0,0,N
66,146,76,71,94,14,34,3,0,0,0,0,18,57,0,0,0,0,0,0,0,0,0,0,0,0,N
63,106,76,71,94,0,0,0,3,3,35,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
99,86,76,71,94,0,0,1,43,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
49,83,164,73,94,0,0,0,0,18,28,0,0,0,0,0,0,66,5,0,0,0,0,0,0,0,N
18,128,84,71,94,0,1,3,1,0,0,0,0,34,25,0,0,0,0,0,0,0,0,0,0,0,N
14,79,110,97,98,0,0,0,0,0,0,1,0,0,2,1,0,0,23,18,0,0,1,4,0,0,N
72,83,108,94,94,12,11,0,0,18,27,0,0,0,0,0,0,0,19,22,0,0,0,0,0,0,N
14,77,186,116,94,0,0,0,1,0,0,0,0,0,0,0,0,38,39,41,0,0,0,0,0,0,N
129,77,76,71,94,0,0,37,75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
13,156,122,71,94,0,0,0,0,0,0,0,0,21,48,48,0,0,0,0,0,0,0,0,0,0,N
86,121,76,71,94,0,0,0,0,21,57,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,N
99,77,76,71,94,0,0,46,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
158,77,76,71,94,0,55,37,43,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
18,127,90,71,94,0,0,0,2,2,0,0,2,42,0,14,5,0,0,0,0,0,0,0,0,0,N
130,77,76,71,94,6,56,0,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
59,112,104,71,94,37,9,0,2,1,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,N
83,98,131,71,94,0,0,37,25,0,9,11,0,0,0,0,55,3,0,0,0,0,0,0,0,0,N
67,102,76,71,94,1,3,2,0,0,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
114,77,76,71,94,0,37,25,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
132,77,76,71,94,25,87,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
32,150,94,71,97,2,1,2,0,0,0,13,32,3,56,0,0,0,0,0,0,0,0,0,1,1,N
13,77,77,108,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,27,0,0,N
92,104,125,71,94,1,1,56,6,0,0,35,10,0,0,0,11,30,0,0,0,0,0,0,0,0,N
90,117,76,71,94,0,37,9,0,0,0,66,11,0,0,0,0,0,0,0,0,0,0,0,0,0,N
25,152,116,77,94,0,0,0,0,0,0,0,51,9,1,58,0,0,0,2,3,0,0,0,0,0,N
138,97,77,71,94,0,0,23,23,46,44,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N
164,77,76,71,94,0,79,18,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
114,104,96,71,94,0,0,0,9,96,2,0,0,0,25,18,0,0,0,0,0,0,0,0,0,0,N
115,80,76,71,94,0,0,39,9,53,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N
128,87,76,71,94,2,63,0,3,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
13,115,153,76,98,0,0,0,0,0,0,0,0,0,16,42,25,17,0,0,0,0,2,3,0,0,N
114,77,76,82,112,0,0,0,14,94,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,N
137,87,76,71,94,32,47,0,0,23,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
107,99,76,71,94,0,0,12,50,0,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
115,78,76,71,94,0,0,0,2,102,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
112,89,76,71,94,19,44,0,0,9,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
56,102,99,71,94,0,0,28,18,0,0,0,0,0,16,28,0,0,0,0,0,0,0,0,0,0,N
35,120,96,116,94,17,4,1,2,0,0,0,0,25,26,0,0,0,0,0,37,3,0,0,0,0,N
87,77,76,71,94,26,39,5,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
32,110,76,72,96,0,0,0,0,0,0,30,20,4,0,0,0,0,0,0,0,0,0,1,1,0,N
99,78,98,71,94,0,5,55,32,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,N
52,89,133,71,94,25,17,0,0,0,0,0,0,0,0,0,49,8,0,0,0,0,0,0,0,0,N
20,139,90,71,94,0,0,5,3,0,0,0,0,31,44,0,0,0,0,0,0,0,0,0,0,0,N
21,99,127,71,94,0,0,0,0,7,2,0,0,0,0,26,36,0,0,0,0,0,0,0,0,0,N
100,77,76,71,94,0,15,32,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
105,78,76,71,94,0,1,23,32,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
99,77,76,71,94,0,55,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
62,87,76,117,108,0,0,0,0,22,40,0,1,0,0,0,0,0,0,0,0,9,29,0,0,0,N
90,132,76,71,94,0,0,0,0,10,68,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,N
98,114,76,71,94,3,2,2,0,0,91,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
119,103,76,74,94,0,0,0,47,31,15,46,0,0,0,0,0,0,0,0,0,2,0,0,0,0,N
40,112,76,71,94,0,0,0,2,1,0,43,19,0,0,0,0,0,0,0,0,0,0,0,0,0,N
18,200,83,71,94,1,0,0,0,0,4,2,0,113,21,0,0,0,0,0,0,0,0,0,0,0,N
48,103,76,71,94,0,0,1,2,0,14,47,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N
146,79,76,71,94,6,100,19,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
14,163,113,71,94,0,0,0,1,0,0,0,0,54,10,54,0,0,0,0,0,0,0,0,0,0,N
53,83,76,102,125,0,1,2,0,21,25,0,0,0,0,0,0,0,0,0,0,0,11,27,0,0,N
115,80,76,71,94,14,46,32,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
51,102,76,71,94,1,2,0,0,0,23,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
15,77,85,147,129,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,27,12,2,35,0,0,N
108,90,123,118,94,31,31,0,0,0,51,2,0,0,0,0,0,0,11,59,0,0,0,0,0,0,N
32,156,124,82,94,0,0,0,0,1,0,16,44,28,16,0,0,12,29,0,0,0,0,0,0,0,N
65,111,77,73,94,0,28,18,0,0,0,0,37,7,0,0,0,0,0,0,2,0,0,0,0,0,N
19,77,84,120,94,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,24,15,0,0,0,0,N
93,126,95,71,94,62,0,0,0,0,3,42,0,0,28,15,0,0,0,0,0,0,0,0,0,0,N
115,77,76,71,94,5,98,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
59,77,82,131,94,0,14,33,2,0,0,0,0,0,0,0,0,0,0,0,19,26,0,0,0,0,N
53,113,76,71,94,1,2,0,0,0,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
